MJD, Mag, MagErr
55264.474410,15.151240,0.011290
55264.485926,15.133510,0.011910
55264.497431,15.155090,0.012980
55274.347523,15.142740,0.009050
55274.358600,15.174160,0.012640
55274.369688,15.127370,0.008740
55274.380764,15.200820,0.012020
55293.365567,15.135690,0.008860
55293.377141,15.152590,0.009180
55293.388692,15.175450,0.009930
55293.400255,15.185200,0.010930
55293.411817,15.179850,0.011590
55299.313484,15.213790,0.017840
55299.338194,15.206210,0.009310
55299.349792,15.212660,0.009600
55299.361400,15.203190,0.009500
55299.373056,15.208120,0.010040
55308.131146,15.178620,0.019080
55308.141794,15.208570,0.017800
55308.152442,15.163210,0.016300
55308.163079,15.200160,0.015810
55308.173819,15.174820,0.015060
55322.291968,15.080800,0.019610
55322.302222,15.153070,0.011580
55322.312500,15.199000,0.011060
55322.322604,15.240230,0.011590
55322.332650,15.219310,0.011470
55352.217558,15.209830,0.009690
55352.228171,15.199730,0.009440
55352.239456,15.221280,0.009150
55352.252373,15.256840,0.010160
55352.263912,15.240280,0.009590
55358.164919,15.220910,0.008310
55358.175463,15.242400,0.009490
55358.185995,15.244010,0.008970
55358.196516,15.223080,0.009050
55358.207558,15.220690,0.009900
55575.482720,15.241420,0.009000
55575.496204,15.210060,0.008510
55575.510093,15.250460,0.010330
55575.523611,15.217220,0.009000
55602.457558,15.209100,0.009110
55602.471863,15.119380,0.009230
55602.485995,15.142000,0.009260
55602.500069,15.159140,0.008740
55617.471609,15.223800,0.009420
55617.486238,15.194750,0.010020
55617.501794,15.195110,0.010300
55617.515382,15.204480,0.011080
55633.327419,15.222560,0.013180
55633.338750,15.212660,0.014040
55633.350081,15.233590,0.022000
55633.361493,15.188000,0.027060
55633.372731,15.224950,0.015810
55646.416308,15.198700,0.010130
55646.429282,15.224820,0.012010
55646.441806,15.232430,0.012060
55646.455729,15.238930,0.014460
55646.468368,15.226410,0.015520
55652.364572,15.183810,0.006500
55652.378229,15.180790,0.006960
55652.391794,15.191490,0.007120
55652.405637,15.191320,0.007300
55652.418275,15.196240,0.009620
55662.256944,15.161030,0.008740
55662.269317,15.147260,0.008040
55662.281921,15.169610,0.008110
55662.293819,15.159760,0.008180
55662.305891,15.175540,0.008360
55676.296991,15.154330,0.008490
55676.309016,15.153310,0.009170
55676.320880,15.179960,0.010300
55676.332662,15.163900,0.010210
55676.344549,15.163060,0.011740
55682.299711,15.407940,0.042550
55682.321134,15.148460,0.010890
55682.331725,15.160050,0.013420
55682.342222,15.181810,0.041250
55689.198715,15.174030,0.012110
55689.208773,15.164340,0.010130
55689.218843,15.168030,0.009430
55689.228912,15.149300,0.010080
55689.238970,15.145830,0.009090
55705.222222,15.140600,0.009240
55705.233553,15.145070,0.009420
55705.244734,15.154640,0.009660
55705.255903,15.163840,0.009840
55705.267002,15.140030,0.010340
55711.219664,15.145220,0.009800
55711.230498,15.131200,0.010140
55711.241528,15.118550,0.009810
55711.252315,15.145110,0.010630
55711.263090,15.138800,0.011270
55924.471632,15.090520,0.011500
55924.485012,15.110420,0.011420
55924.498403,15.071420,0.010430
55924.511910,15.091310,0.011000
55924.525266,15.088300,0.009870
55956.412847,15.076810,0.010960
55956.425544,15.046310,0.009030
55956.438391,15.043510,0.008210
55956.451111,15.050190,0.007800
